index,label,expression,Positive_index,context,AnchorContext,NegativeSentence,NegativeExpression,Negative_index
791,1,eat,22,"`` These guys who are poisoning our youth with drugs and who are making money on it , we 'll make them eat it , '' he said .","`` These guys who are poisoning our youth with drugs and who are making money on it , we 'll make them [Mask] it , '' he said .","`` Every day I come into Manhattan , I see people sleeping in boxes , '' he says .",sleeping,11
792,0,killed,5,"In fact , nursery accidents killed an average of 81 children a year between 1980 and 1986 .","In fact , nursery accidents [Mask] an average of 81 children a year between 1980 and 1986 .",Baseball flourished in certain parts of England and Wales before World War II .,flourished,1
793,1,flourishing,20,"A Texas Air spokesman declines to say what income , if any , the parent company is drawing from this flourishing new unit .","A Texas Air spokesman declines to say what income , if any , the parent company is drawing from this [Mask] new unit .",Sunworld had recently been operating as a charter airline flying 120 flights a month .,flying,9
794,1,flooding,6,"Saudi Arabia is expected to continue flooding the market with oil for at least two more weeks , until two OPEC committees meet to consider how they might rein in production and prop up prices .","Saudi Arabia is expected to continue [Mask] the market with oil for at least two more weeks , until two OPEC committees meet to consider how they might rein in production and prop up prices .","Because of sharp drops in grain stockpiles , the department is likely to allow farmers to plant more acreage next year .",plant,16
795,0,fly,14,There are some indications that people who take sedatives do n't necessarily have to fly to forget .,There are some indications that people who take sedatives do n't necessarily have to [Mask] to forget .,There is n't any indication that it could destroy the AIDS virus itself .,destroy,8
796,0,fly,10,Mr. Tyson was in London on business and had to fly back this weekend .,Mr. Tyson was in London on business and had to [Mask] back this weekend .,Puma spokesman Uto Duethorn said Mr. Becker and Puma mutually agreed to dissolve the agreement this month .,dissolve,12
797,0,destroyed,51,"The advertisements featured a letter from the company 's Universal Pictures unit responding to an offer from Bill Bright , president of the San Bernardino , Calif.-based Campus Crusade for Christ , to pay $ 10 million in exchange for all copies of the film , `` which would promptly be destroyed . ''/''","The advertisements featured a letter from the company 's Universal Pictures unit responding to an offer from Bill Bright , president of the San Bernardino , Calif.-based Campus Crusade for Christ , to pay $ 10 million in exchange for all copies of the film , `` which would promptly be [Mask] . ''/''","Grand Met 's letter describes the spinoff plan as `` another time bomb , planted by Pillsbury 's management , to deter the acquisition of the company by Grand Met or any other party . ''/''",planted,14
798,0,slept,1,They slept one night in my house .,They [Mask] one night in my house .,Everyone was sleeping with Noriega .,sleeping,2
799,0,planting,4,"Many farmers reduced wheat planting under a government program that requires them to idle 27.5 % of their acreage to qualify for price-support subsidies , said Ewen Wilson , assistant agriculture secretary for economics .","Many farmers reduced wheat [Mask] under a government program that requires them to idle 27.5 % of their acreage to qualify for price-support subsidies , said Ewen Wilson , assistant agriculture secretary for economics .","British farmers flourish under the EC 's Common Agriculture Policy , and its food companies have grown to global giants , in part because of EC markets .",flourish,2
800,0,melted,27,"It held open houses for prospective investors at the mine , where large amounts of rock were dug and ground up , filtered and washed , then melted in a furnace and `` poured into what were represented to be precious-metal blocks , shaped like pyramids , '' according to the criminal indictment filed against Mr. Barbara and four others in state court in Las Cruces , N.M .","It held open houses for prospective investors at the mine , where large amounts of rock were dug and ground up , filtered and washed , then [Mask] in a furnace and `` poured into what were represented to be precious-metal blocks , shaped like pyramids , '' according to the criminal indictment filed against Mr. Barbara and four others in state court in Las Cruces , N.M .","It targets a very different crowd from the white-collar clientele of Federal 's `` front-door '' document-delivery business , and the company has had to fine-tune its marketing .",targets,1
801,1,dancing,7,"I , for one , am `` dancing on the ceiling . ''/''","I , for one , am `` [Mask] on the ceiling . ''/''",It 's raining . ''/'',raining,2
802,1,pour,21,"As a regional brand , however , Stokely already ca n't come close to matching the dollars that both the biggies pour into advertising and trade promotion .","As a regional brand , however , Stokely already ca n't come close to matching the dollars that both the biggies [Mask] into advertising and trade promotion .","Airlines say they have lessened the risk by focusing increases on business fliers , who often must fly at any price .",fly,17
803,1,flooded,28,"The vice president 's confrontation with Mr. Rather also has raised further questions about the media 's performance this political season , as CBS and its affiliates were flooded with phone calls , mostly critical of Mr. Rather .","The vice president 's confrontation with Mr. Rather also has raised further questions about the media 's performance this political season , as CBS and its affiliates were [Mask] with phone calls , mostly critical of Mr. Rather .","To make up for some of that loss , Western Pennsylvania Water has brought another of its pumping stations to full capacity .",pumping,17
